INFO 2024-03-25 19:35:22,807 autoreload 10987 8144264896 Watching for file changes with StatReloader
WARNING 2024-03-25 19:35:59,734 log 10987 6167670784 Not Found: /classroom-courses//
WARNING 2024-03-25 19:35:59,735 basehttp 10987 6167670784 "GET /classroom-courses// HTTP/1.1" 404 5625
WARNING 2024-03-25 19:35:59,738 log 10987 11190530048 Not Found: /classroom-courses//
WARNING 2024-03-25 19:35:59,738 basehttp 10987 11190530048 "GET /classroom-courses// HTTP/1.1" 404 5625
INFO 2024-03-25 19:36:01,808 basehttp 10987 11156877312 "GET //courses/ HTTP/1.1" 200 1560169
INFO 2024-03-25 19:37:04,699 basehttp 10987 6167670784 "OPTIONS /2/classrooms/ HTTP/1.1" 200 0
INFO 2024-03-25 19:37:04,762 views 10987 6167670784 Classrooms Term  accessed by root
INFO 2024-03-25 19:37:05,030 basehttp 10987 6167670784 "GET /2/classrooms/ HTTP/1.1" 200 54169
INFO 2024-03-25 19:37:07,773 basehttp 10987 6167670784 "OPTIONS /classroom-courses/336/ HTTP/1.1" 200 0
INFO 2024-03-25 19:37:07,775 basehttp 10987 11156877312 "OPTIONS /classroom-courses/336/ HTTP/1.1" 200 0
INFO 2024-03-25 19:37:07,777 basehttp 10987 11173703680 "OPTIONS /classroom-courses/336/ HTTP/1.1" 200 0
INFO 2024-03-25 19:37:07,778 basehttp 10987 11190530048 "OPTIONS /classroom-courses/336/ HTTP/1.1" 200 0
INFO 2024-03-25 19:37:07,778 basehttp 10987 6167670784 "OPTIONS /classroom-courses/336/ HTTP/1.1" 200 0
INFO 2024-03-25 19:37:07,778 basehttp 10987 11156877312 "OPTIONS /classroom-courses/336/ HTTP/1.1" 200 0
INFO 2024-03-25 19:37:07,849 views 10987 11156877312 Classroom Courses accessed by root
INFO 2024-03-25 19:37:08,049 basehttp 10987 11156877312 "GET /classroom-courses/336/ HTTP/1.1" 200 18000
INFO 2024-03-25 19:37:08,075 views 10987 11190530048 Classroom Courses accessed by root
INFO 2024-03-25 19:37:08,164 basehttp 10987 11190530048 "GET /classroom-courses/336/ HTTP/1.1" 200 18000
INFO 2024-03-25 19:37:08,181 views 10987 11156877312 Classroom Courses accessed by root
INFO 2024-03-25 19:37:08,267 basehttp 10987 11156877312 "GET /classroom-courses/336/ HTTP/1.1" 200 18000
INFO 2024-03-25 19:37:08,286 views 10987 11190530048 Classroom Courses accessed by root
INFO 2024-03-25 19:37:08,362 basehttp 10987 11190530048 "GET /classroom-courses/336/ HTTP/1.1" 200 18000
INFO 2024-03-25 19:37:08,377 views 10987 11156877312 Classroom Courses accessed by root
INFO 2024-03-25 19:37:08,465 basehttp 10987 11156877312 "GET /classroom-courses/336/ HTTP/1.1" 200 18000
INFO 2024-03-25 19:37:08,484 views 10987 11190530048 Classroom Courses accessed by root
INFO 2024-03-25 19:37:08,580 basehttp 10987 11190530048 "GET /classroom-courses/336/ HTTP/1.1" 200 18000
INFO 2024-03-25 19:37:17,415 views 10987 6167670784 Classrooms Term  accessed by root
INFO 2024-03-25 19:37:17,777 basehttp 10987 6167670784 "GET /1/classrooms/ HTTP/1.1" 200 49269
INFO 2024-03-25 19:37:20,786 basehttp 10987 6167670784 "OPTIONS /classroom-courses/261/ HTTP/1.1" 200 0
INFO 2024-03-25 19:37:20,786 basehttp 10987 11156877312 "OPTIONS /classroom-courses/261/ HTTP/1.1" 200 0
INFO 2024-03-25 19:37:20,789 basehttp 10987 11190530048 "OPTIONS /classroom-courses/261/ HTTP/1.1" 200 0
INFO 2024-03-25 19:37:20,789 basehttp 10987 11173703680 "OPTIONS /classroom-courses/261/ HTTP/1.1" 200 0
INFO 2024-03-25 19:37:20,792 basehttp 10987 11207356416 "OPTIONS /classroom-courses/261/ HTTP/1.1" 200 0
INFO 2024-03-25 19:37:20,792 basehttp 10987 11224182784 "OPTIONS /classroom-courses/261/ HTTP/1.1" 200 0
INFO 2024-03-25 19:37:20,824 views 10987 11224182784 Classroom Courses accessed by root
INFO 2024-03-25 19:37:21,006 basehttp 10987 11224182784 "GET /classroom-courses/261/ HTTP/1.1" 200 17046
INFO 2024-03-25 19:37:21,036 views 10987 11207356416 Classroom Courses accessed by root
INFO 2024-03-25 19:37:21,151 basehttp 10987 11207356416 "GET /classroom-courses/261/ HTTP/1.1" 200 17046
INFO 2024-03-25 19:37:21,171 views 10987 11224182784 Classroom Courses accessed by root
INFO 2024-03-25 19:37:21,273 basehttp 10987 11224182784 "GET /classroom-courses/261/ HTTP/1.1" 200 17046
INFO 2024-03-25 19:37:21,294 views 10987 11207356416 Classroom Courses accessed by root
INFO 2024-03-25 19:37:21,380 basehttp 10987 11207356416 "GET /classroom-courses/261/ HTTP/1.1" 200 17046
INFO 2024-03-25 19:37:21,397 views 10987 11224182784 Classroom Courses accessed by root
INFO 2024-03-25 19:37:21,479 basehttp 10987 11224182784 "GET /classroom-courses/261/ HTTP/1.1" 200 17046
INFO 2024-03-25 19:37:21,496 views 10987 11207356416 Classroom Courses accessed by root
INFO 2024-03-25 19:37:21,589 basehttp 10987 11207356416 "GET /classroom-courses/261/ HTTP/1.1" 200 17046
WARNING 2024-03-25 19:43:53,486 log 10987 6167670784 Not Found: /main.0cb5d8a7197d88ea0a02.hot-update.json
WARNING 2024-03-25 19:43:53,487 basehttp 10987 6167670784 "GET /main.0cb5d8a7197d88ea0a02.hot-update.json HTTP/1.1" 404 5691
INFO 2024-03-25 19:44:15,262 basehttp 10987 6167670784 "OPTIONS /terms/ HTTP/1.1" 200 0
WARNING 2024-03-25 19:44:15,267 log 10987 6167670784 Unauthorized: /terms/
WARNING 2024-03-25 19:44:15,269 log 10987 11307921408 Unauthorized: /terms/
INFO 2024-03-25 19:44:15,270 basehttp 10987 11291095040 "OPTIONS //courses/ HTTP/1.1" 200 0
WARNING 2024-03-25 19:44:15,270 basehttp 10987 6167670784 "GET /terms/ HTTP/1.1" 401 183
INFO 2024-03-25 19:44:15,271 basehttp 10987 11324747776 "OPTIONS //courses/ HTTP/1.1" 200 0
WARNING 2024-03-25 19:44:15,272 basehttp 10987 11307921408 "GET /terms/ HTTP/1.1" 401 183
WARNING 2024-03-25 19:44:15,273 log 10987 11291095040 Unauthorized: /courses/
WARNING 2024-03-25 19:44:15,275 log 10987 11324747776 Unauthorized: /courses/
WARNING 2024-03-25 19:44:15,275 basehttp 10987 11291095040 "GET //courses/ HTTP/1.1" 401 183
WARNING 2024-03-25 19:44:15,275 basehttp 10987 11324747776 "GET //courses/ HTTP/1.1" 401 183
INFO 2024-03-25 19:44:15,295 basehttp 10987 11291095040 "OPTIONS /login/refresh/ HTTP/1.1" 200 0
INFO 2024-03-25 19:44:15,353 basehttp 10987 11291095040 "POST /login/refresh/ HTTP/1.1" 200 483
WARNING 2024-03-25 19:44:15,379 log 10987 11307921408 Unauthorized: /terms/
WARNING 2024-03-25 19:44:15,380 basehttp 10987 11307921408 "GET /terms/ HTTP/1.1" 401 183
INFO 2024-03-25 19:44:15,394 views 10987 11324747776 Courses accessed by root
INFO 2024-03-25 19:44:15,394 views 10987 11291095040 Courses accessed by root
INFO 2024-03-25 19:44:15,395 views 10987 6167670784 Term accessed by root
INFO 2024-03-25 19:44:15,398 basehttp 10987 6167670784 "GET /terms/ HTTP/1.1" 200 106
INFO 2024-03-25 19:44:20,092 basehttp 10987 11291095040 - Broken pipe from ('127.0.0.1', 50719)
INFO 2024-03-25 19:44:20,115 basehttp 10987 11324747776 - Broken pipe from ('127.0.0.1', 50721)
INFO 2024-03-25 19:54:29,527 autoreload 11725 8144264896 Watching for file changes with StatReloader
INFO 2024-03-25 19:55:12,417 autoreload 11725 8144264896 /Users/olivermclane/CSSeniorProject-RoomScheduler/django_react_roomscheduler/roomschedulerapi/DataReader/dataReader.py changed, reloading.
INFO 2024-03-25 19:55:12,746 autoreload 11755 8144264896 Watching for file changes with StatReloader
INFO 2024-03-25 19:55:28,162 autoreload 11782 8144264896 Watching for file changes with StatReloader
INFO 2024-03-25 19:56:50,138 autoreload 11925 8144264896 Watching for file changes with StatReloader
INFO 2024-03-25 19:56:55,393 basehttp 11925 6198636544 "OPTIONS /login/ HTTP/1.1" 200 0
INFO 2024-03-25 19:56:55,395 views 11925 6198636544 Login attempt for user: o@mclane.cc
INFO 2024-03-25 19:56:55,566 views 11925 6198636544 Successful login for user: o@mclane.cc
INFO 2024-03-25 19:56:55,567 basehttp 11925 6198636544 "POST /login/ HTTP/1.1" 200 523
INFO 2024-03-25 19:56:59,796 basehttp 11925 6198636544 "OPTIONS //courses/ HTTP/1.1" 200 0
INFO 2024-03-25 19:56:59,797 basehttp 11925 6215462912 "OPTIONS /terms/ HTTP/1.1" 200 0
INFO 2024-03-25 19:56:59,798 basehttp 11925 6232289280 "OPTIONS /terms/ HTTP/1.1" 200 0
INFO 2024-03-25 19:56:59,804 basehttp 11925 6249115648 "OPTIONS //courses/ HTTP/1.1" 200 0
INFO 2024-03-25 19:56:59,859 views 11925 6232289280 Term accessed by root
INFO 2024-03-25 19:56:59,859 views 11925 6215462912 Term accessed by root
INFO 2024-03-25 19:56:59,860 views 11925 6249115648 Courses accessed by root
INFO 2024-03-25 19:56:59,860 views 11925 6198636544 Courses accessed by root
INFO 2024-03-25 19:56:59,862 basehttp 11925 6215462912 "GET /terms/ HTTP/1.1" 200 106
INFO 2024-03-25 19:56:59,862 basehttp 11925 6232289280 "GET /terms/ HTTP/1.1" 200 106
INFO 2024-03-25 19:57:04,416 basehttp 11925 6198636544 "GET //courses/ HTTP/1.1" 200 1560169
INFO 2024-03-25 19:57:04,439 basehttp 11925 6249115648 "GET //courses/ HTTP/1.1" 200 1560169
INFO 2024-03-25 19:57:07,484 basehttp 11925 6249115648 "OPTIONS /2/courses/ HTTP/1.1" 200 0
INFO 2024-03-25 19:57:07,517 views 11925 6198636544 Courses accessed by root
INFO 2024-03-25 19:57:07,518 views 11925 6249115648 Courses for term accessed by root
INFO 2024-03-25 19:57:09,431 basehttp 11925 6249115648 "GET /2/courses/ HTTP/1.1" 200 694479
INFO 2024-03-25 19:57:10,812 views 11925 6249115648 Courses for term accessed by root
INFO 2024-03-25 19:57:12,148 basehttp 11925 6198636544 "GET //courses/ HTTP/1.1" 200 1560169
INFO 2024-03-25 19:57:12,757 basehttp 11925 6249115648 "GET /2/courses/ HTTP/1.1" 200 694479
INFO 2024-03-25 19:57:15,840 basehttp 11925 6232289280 "OPTIONS /classroom-courses// HTTP/1.1" 200 0
WARNING 2024-03-25 19:57:15,866 log 11925 6232289280 Not Found: /classroom-courses//
WARNING 2024-03-25 19:57:15,866 basehttp 11925 6232289280 "GET /classroom-courses// HTTP/1.1" 404 5625
INFO 2024-03-25 19:57:15,875 views 11925 6215462912 Term accessed by root
INFO 2024-03-25 19:57:15,877 basehttp 11925 6215462912 "GET /terms/ HTTP/1.1" 200 106
INFO 2024-03-25 19:57:17,049 views 11925 6215462912 Term accessed by root
INFO 2024-03-25 19:57:17,049 views 11925 6198636544 Courses accessed by root
INFO 2024-03-25 19:57:17,055 basehttp 11925 6215462912 "GET /terms/ HTTP/1.1" 200 106
INFO 2024-03-25 19:57:23,349 basehttp 11925 6198636544 "GET //courses/ HTTP/1.1" 200 1560169
INFO 2024-03-25 19:57:24,201 basehttp 11925 6215462912 "OPTIONS /buildings/ HTTP/1.1" 200 0
INFO 2024-03-25 19:57:24,202 basehttp 11925 6232289280 "OPTIONS /floors/ HTTP/1.1" 200 0
INFO 2024-03-25 19:57:24,208 basehttp 11925 6265942016 "OPTIONS /classrooms/ HTTP/1.1" 200 0
INFO 2024-03-25 19:57:24,242 views 11925 6265942016 Classrooms  accessed by root
INFO 2024-03-25 19:57:24,243 views 11925 6232289280 Floors accessed by root
INFO 2024-03-25 19:57:24,257 views 11925 6215462912 Buildings accessed by root
INFO 2024-03-25 19:57:24,260 basehttp 11925 6215462912 "GET /buildings/ HTTP/1.1" 200 1010
INFO 2024-03-25 19:57:24,274 basehttp 11925 6232289280 "GET /floors/ HTTP/1.1" 200 3088
WARNING 2024-03-25 19:57:24,303 log 11925 6282768384 Not Found: /null
WARNING 2024-03-25 19:57:24,303 basehttp 11925 6282768384 "GET /null HTTP/1.1" 404 5580
INFO 2024-03-25 19:57:24,578 basehttp 11925 6265942016 "GET /classrooms/ HTTP/1.1" 200 109213
ERROR 2024-03-25 19:57:43,201 log 11925 6198636544 Internal Server Error: /load/
Traceback (most recent call last):
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/django/core/handlers/exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/django/core/handlers/base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/django/views/decorators/csrf.py", line 65, in _view_wrapper
    return view_func(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/django/views/generic/base.py", line 104, in view
    return self.dispatch(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/rest_framework/views.py", line 509, in dispatch
    response = self.handle_exception(exc)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/rest_framework/views.py", line 469, in handle_exception
    self.raise_uncaught_exception(exc)
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/rest_framework/views.py", line 480, in raise_uncaught_exception
    raise exc
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/rest_framework/views.py", line 506, in dispatch
    response = handler(request, *args, **kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/django_react_roomscheduler/roomschedulerapi/views.py", line 247, in post
    dr = DataReader(request.data['file'])
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/django_react_roomscheduler/roomschedulerapi/DataReader/dataReader.py", line 85, in __init__
    self.classRoomData = pd.read_csv(
                         ^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/pandas/io/parsers/readers.py", line 1024, in read_csv
    return _read(filepath_or_buffer, kwds)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/pandas/io/parsers/readers.py", line 624, in _read
    return parser.read(nrows)
           ^^^^^^^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/pandas/io/parsers/readers.py", line 1921, in read
    ) = self._engine.read(  # type: ignore[attr-defined]
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/pandas/io/parsers/c_parser_wrapper.py", line 234, in read
    chunks = self._reader.read_low_memory(nrows)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "parsers.pyx", line 838, in pandas._libs.parsers.TextReader.read_low_memory
  File "parsers.pyx", line 905, in pandas._libs.parsers.TextReader._read_rows
  File "parsers.pyx", line 874, in pandas._libs.parsers.TextReader._tokenize_rows
  File "parsers.pyx", line 891, in pandas._libs.parsers.TextReader._check_tokenize_status
  File "parsers.pyx", line 2061, in pandas._libs.parsers.raise_parser_error
pandas.errors.ParserError: Error tokenizing data. C error: Expected 1 fields in line 3, saw 23

ERROR 2024-03-25 19:57:43,208 basehttp 11925 6198636544 "POST /load/ HTTP/1.1" 500 125588
ERROR 2024-03-25 19:57:58,214 log 11925 6198636544 Internal Server Error: /load/
Traceback (most recent call last):
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/django/core/handlers/exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/django/core/handlers/base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/django/views/decorators/csrf.py", line 65, in _view_wrapper
    return view_func(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/django/views/generic/base.py", line 104, in view
    return self.dispatch(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/rest_framework/views.py", line 509, in dispatch
    response = self.handle_exception(exc)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/rest_framework/views.py", line 469, in handle_exception
    self.raise_uncaught_exception(exc)
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/rest_framework/views.py", line 480, in raise_uncaught_exception
    raise exc
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/rest_framework/views.py", line 506, in dispatch
    response = handler(request, *args, **kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/django_react_roomscheduler/roomschedulerapi/views.py", line 247, in post
    dr = DataReader(request.data['file'])
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/django_react_roomscheduler/roomschedulerapi/DataReader/dataReader.py", line 85, in __init__
    self.classRoomData = pd.read_csv(
                         ^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/pandas/io/parsers/readers.py", line 1024, in read_csv
    return _read(filepath_or_buffer, kwds)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/pandas/io/parsers/readers.py", line 624, in _read
    return parser.read(nrows)
           ^^^^^^^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/pandas/io/parsers/readers.py", line 1921, in read
    ) = self._engine.read(  # type: ignore[attr-defined]
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/pandas/io/parsers/c_parser_wrapper.py", line 234, in read
    chunks = self._reader.read_low_memory(nrows)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "parsers.pyx", line 838, in pandas._libs.parsers.TextReader.read_low_memory
  File "parsers.pyx", line 905, in pandas._libs.parsers.TextReader._read_rows
  File "parsers.pyx", line 874, in pandas._libs.parsers.TextReader._tokenize_rows
  File "parsers.pyx", line 891, in pandas._libs.parsers.TextReader._check_tokenize_status
  File "parsers.pyx", line 2061, in pandas._libs.parsers.raise_parser_error
pandas.errors.ParserError: Error tokenizing data. C error: Expected 1 fields in line 3, saw 23

ERROR 2024-03-25 19:57:58,216 basehttp 11925 6198636544 "POST /load/ HTTP/1.1" 500 125588
ERROR 2024-03-25 20:00:47,795 log 11925 6198063104 Internal Server Error: /load/
Traceback (most recent call last):
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/django/core/handlers/exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/django/core/handlers/base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/django/views/decorators/csrf.py", line 65, in _view_wrapper
    return view_func(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/django/views/generic/base.py", line 104, in view
    return self.dispatch(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/rest_framework/views.py", line 509, in dispatch
    response = self.handle_exception(exc)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/rest_framework/views.py", line 469, in handle_exception
    self.raise_uncaught_exception(exc)
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/rest_framework/views.py", line 480, in raise_uncaught_exception
    raise exc
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/rest_framework/views.py", line 506, in dispatch
    response = handler(request, *args, **kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/django_react_roomscheduler/roomschedulerapi/views.py", line 247, in post
    dr = DataReader(request.data['file'])
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/django_react_roomscheduler/roomschedulerapi/DataReader/dataReader.py", line 91, in __init__
    self.data = pd.merge(self.courseData, self.classRoomData, how='left', on="Classroom Name")
                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/pandas/core/reshape/merge.py", line 170, in merge
    op = _MergeOperation(
         ^^^^^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/pandas/core/reshape/merge.py", line 794, in __init__
    ) = self._get_merge_keys()
        ^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/pandas/core/reshape/merge.py", line 1297, in _get_merge_keys
    right_keys.append(right._get_label_or_level_values(rk))
                      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/pandas/core/generic.py", line 1910, in _get_label_or_level_values
    raise KeyError(key)
KeyError: 'Classroom Name'
ERROR 2024-03-25 20:00:47,799 basehttp 11925 6198063104 "POST /load/ HTTP/1.1" 500 153471
ERROR 2024-03-25 20:00:55,156 log 11925 6198063104 Internal Server Error: /load/
Traceback (most recent call last):
  File "/Users/olivermclane/CSSeniorProject-RoomScheduler/.venv/lib/python3.11/site-packages/django/core/handlers/exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
